Id,Article Link,Text
26,https://ne.wikipedia.org/wiki/%E0%A4%A1%E0%A5%8B%E0%A4%97%E0%A4%B0%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"डोगरीभारतकाजम्मू र कश्मीरप्रान्तमा  बोलिने एउटा भाषा हो। वर्ष २००४मा  यसलाई भारतीय संविधानकोआठौँ अनुसूचिमा  सामेल गरिएको हो। पश्चिमी पहाडी बोलीहरूका परिवारमा, मध्यवर्ती पहाडी पट्टीको जनभाषाहरूमा, डोगरी, चंबयाली, मडवाली, मंडयाली, बिलासपुरी, बागडी आदि उल्लेखनीय छन्। डा० सिद्धेश्वर वर्माले पनि डोगरीको गणना भारतको प्रमुख सात सीमान्त भाषाहरूमा को हो। टाएरी लिपि आज पनि डुग्गरका देहाती समाजमा  बहीखातहरूमा  प्रयुक्त हुन्छ। यसको  एउटा विकसित रूप पनि छ जसमा  धेरै ग्रंथहरूको  प्रकाशन भएको हो। कश्मीर नरेश महाराज रणवीर सिंह ने, आजभन्दा लगभग एउटा सौ वर्ष पूर्व, आफ्नो राज्यकालमा, डोगरी लिपिमा, नागरीका अनुरूप, सुधार गर्ने  प्रयत्न गरेको थियो। मात्रा, चिह्नहरूका प्रयोगलाई अपनाइएको तथा पहिलो पल्ट नयाँ टाएरी लिपिमा  डोगरी भाषाका गंथहरूका मुद्रणको समुचित व्यवस्थाका लागि जम्मूमा  शासनको तर्फदेखि रणवीर प्रेसको स्थापना गरिएको हो। पुरान डोगरी वर्णमालाको  यो संशोधित रूप जनव्यवहारमा  लोकप्रिय हुन सकेन।"
27,https://ne.wikipedia.org/wiki/%E0%A4%AE%E0%A5%88%E0%A4%A5%E0%A4%BF%E0%A4%B2%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"नेपाल भारतीय संविधानको आठौँ अनुसूचीआधिकारिक भाषा आयोगभारतका शास्त्रीय भाषाहरूभारतका वक्ता अनुसार भाषाहरूको सूची यो भाषा मुख्यतयादेवनागरीमा लेखिएको छ, तर ऐतिहासिकतिरहुतारकैथी लिपिहरूले आजसम्म केही प्रयोग कायम राखेका छन्। सन् २००३ मा, मैथिलीलाईभारतीय संविधानको आठौँ अनुसूचीमा एक मान्यता प्राप्तभारतीय भाषाको रूपमा समावेश गरिएको थियो, जसले यसलाई भारतमा शिक्षा, सरकार र अन्य आधिकारिक सन्दर्भहरूमा प्रयोग गर्न अनुमति दिन्छ। भारतीय लोक सेवा आयोग परीक्षामा मैथिली भाषालाई ऐच्छिक प्रश्नपत्रको रूपमा समावेश गरिएको छ। मार्च २०१८ मा, मैथिलीले भारतकोझारखण्डराज्यमा दोस्रो आधिकारिक भाषाको दर्जा प्राप्त गरेको थियो। नेपाल भाषा आयोगले मैथिलीलाईकोशी प्रदेशरमधेश प्रदेशमा सरकारी कामकाजको प्रशासनिक भाषा बनाउन सिफारिस गरेको छ। मैथिली बोलीहरूमा धेरै भिन्न छ। मैथिलीको मानक रूप केन्द्रीय मैथिली हो जुन मुख्य तयादरभङ्गा,मधुबनी जिल्लार बिहारकोसहरसा जिल्लामा बोलिने गरिन्छ। धारा १. सबै व्यक्तिहरू जन्मजात स्वतन्त्र हुन् ती सबैको समान अधिकार र महत्व छ। निजहरूमा विचार शक्ति र सद्विचार भएकोले निजहरूले आपसमा भातृत्वको भावनाबाट व्यवहार गर्नु पर्छ।"
28,https://ne.wikipedia.org/wiki/%E0%A4%95%E0%A4%B6%E0%A5%8D%E0%A4%AE%E0%A5%80%E0%A4%B0%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,कश्मीरी भाषाभारतको २२ आधिकारिक भाषामध्यको एक भाषा हो। यसका साथै योजम्मू र कश्मीरमाप्रयोग हुने ८ आधिकारिक भाषा मध्यको एक भाषा हो। सन् २००८ को नोबेम्बर पश्चात कश्मीरी भाषालाई जम्मू र कश्मीर क्षेत्रका सबै सरकारी विद्यालयमा अनिवार्य विषयको रूपमा पढाइने गरिन्छ।
29,https://ne.wikipedia.org/wiki/%E0%A4%95%E0%A5%8B%E0%A4%99%E0%A5%8D%E0%A4%95%E0%A4%A3%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,शब्दको अन्त्यमा प्रयोग गर्दा अवग्रहले श्वा विलोपन नहुने अवस्थालाई सङ्केत गर्छ।
30,https://ne.wikipedia.org/wiki/%E0%A4%B8%E0%A4%BF%E0%A4%A8%E0%A5%8D%E0%A4%A7%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"सिन्धीको १०औँ शताब्दीदेखि प्रमाणित इतिहास छ। सन् ७१२ मा उमय्यद विजय पछिफारसीरअरबी भाषाबाट प्रभाव पार्ने पहिलो आर्य भाषाहरूमध्ये सिन्धी पनि एक थियो। मध्यकालीन कालमा सिन्धी साहित्यको विकास भएको थियो, जसमध्ये सबैभन्दा प्रसिद्ध १८औँ शताब्दीका शाह अब्दुल लतिफ भिट्टाईको धार्मिक र रहस्यवादी कविता हो। सन् १८४३ मा ब्रिटिस शासनको अधीनमा आधुनिक सिन्धीलाई बढावा दिइयो, जसले गर्दा १९४७ पछि स्वतन्त्र पाकिस्तानमा भाषाको वर्तमान स्थिति भयो। पाकिस्तानमा सन् २०१७ को जनगणनाअनुसार सिन्धी भाषा ३ करोड २ लाख ६० हजार जनसङ्ख्याको पहिलो भाषा हो जुन देशको कुल जनसङ्ख्याको १४.६ प्रतिशत हो। तीमध्ये २ करोड ९५ लाख सिन्धमा पाइन्छन्, जहाँ यो प्रान्तको कुल जनसङ्ख्याको ६२ प्रतिशत हिस्सा ओगटेको छ।"
31,https://ne.wikipedia.org/wiki/%E0%A4%AC%E0%A5%8B%E0%A4%A1%E0%A5%8B_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,भारतीय संविधानको आठौँ अनुसूचीआधिकारिक भाषा आयोगभारतका शास्त्रीय भाषाहरूभारतका वक्ता अनुसार भाषाहरूको सूची
32,https://ne.wikipedia.org/wiki/%E0%A4%A8%E0%A5%87%E0%A4%B5%E0%A4%BE%E0%A4%B0%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"श्लोकमाशिवको वर्णन र उनको आसनको रूपमा बाघको छालाको प्रयोगको बारेमा वर्णन गरिएको हो। सक्रियताले जनसभा र विरोध जुलुससम्म पुस्तक र पत्रिका प्रकाशनको रूप लिएको छ ।  साहित्यकार र भाषाकर्मीहरू देशबाट जेल वा निष्कासनमा परेका छन्, विदेशमा आन्दोलन जारी राखेका छन् ।  भाषिक अधिकार को लागि संघर्ष कहिलेकाहीं नेपालमा धार्मिक र राजनीतिक स्वतन्त्रताको आन्दोलनसँग जोडिएको छ। कमलको बिरुवाको पातमा पानीको थोपा पर्दा मोती जस्तो देखिन्छ, त्यसरी नै असल मानिसको संगतले मूर्खले पनि सुधार गर्न सक्छ भनी श्लोकमा भनिएको छ। सन् १९४० को दशकमाकाठमाडौं उपत्यकाबाहिरहेटौँडाकागणेशलाल श्रेष्ठजस्ता कविहरूले गीतहरू रचेका थिए र चाडपर्वहरूमा प्रस्तुति दिएका थिए। नेवारीमा लेखिएका शिलालेखहरूनेपाल मण्डलर बाहिर पाइन्छ। नाटकहरू परम्परागत रूपमा खुला दबु मा प्रदर्शन गरिन्छ।  अधिकांश परम्परागत नाटकहरू देवता र दानवहरूसँग सम्बन्धित कथाहरू हुन्।  मुखौटे पात्र र संगीत यस्ता नाटकका केन्द्रिय तत्व हुन् ।  तिनीहरूमध्ये धेरैजसो अन्तरालहरूमा गाइएका गीतहरूको सहायताले वर्णन गरिएको छ।  यस्ता नाटकहरू धेरै अवस्थामा नृत्यसँग मिल्दोजुल्दो हुन्छन्।  धेरैजसो नाटकहरूको विषयवस्तु नैतिकताको साथ सामाजिक कल्याणको सिर्जना हो जुन दुष्टको उदय, अशान्ति र पतनलाई चित्रण गर्दछ।  नेपाल संवत् पात्रोमा विशिष्ट नाटकहरूको प्रदर्शनका लागि निश्चित मितिहरू छन्।  धेरैजसो नाटक विशिष्ट गुठीहरूद्वारा प्रस्तुत हुन्छन्। कविता लेखन मध्ययुगीन मल्ल अभिजात वर्गको उत्कृष्ट भाग हो।  धेरै राजाहरू प्रसिद्ध कविहरू थिए।  सिद्धिदास महाजु र चित्तधर हृदय भाषाका दुई महाकवि हुन् । अन्य क्षेत्रको तुलनामा नेवारमा गद्य कथा साहित्यको अपेक्षाकृत नयाँ क्षेत्र हो।  मध्ययुगीन युगसम्म धेरै कथाहरू कविता रूपमा लेखिएका थिए।  फलस्वरूप, लगभग सबै गद्य कथाहरू आधुनिक नेवार युगका हुन्।  उपन्यासभन्दा नेवारमा लघुकथा सङ्ग्रह बढी लोकप्रिय छन् । नेवारमा मौखिक कथा सुनाउने कला धेरै पुरानो छ।  त्यहाँ विभिन्न पौराणिक र सामाजिक कथाहरू छन् जसले काठमाडौं उपत्यकाको आदर्श स्थापित गर्न मद्दत गरेको छ।  काठमाडौं उपत्यकाको उत्पत्तिदेखि उपत्यकाका मन्दिरहरू र महत्त्वपूर्ण स्मारकहरूसम्मका कथाहरू मौखिक रूपमा नेवारमा लेखिएका छन् र लिखित रूपमा धेरै कम छन्।  तर, साक्षरता दरमा वृद्धि र जनचेतना बढ्दै गएपछि लोककथा लेखिने क्रम बढेको छ ।  अन्य विषयहरूमा पनि कथाहरू लोकप्रिय हुँदैछन्। सन् २००१ को जनगणना अनुसार नेपालमा १० लाखभन्दा बढी मानिसले नेवार भाषा बोल्छन्। आप्रवासन बढ्दै गएपछि अमेरिका, बेलायत, अष्ट्रेलिया र जापान जस्ता देशहरूमा नेवारी भाषी मानिसहरूका विभिन्न निकाय र समाजहरू देखा परेका छन्। नेवारी भाषाका व्यञ्जन वर्णहरूको उच्चरण नेपालीमा जस्तो हुन्छ। नेवारी भाषामा नेपली भन्दा बढी व्यञ्जन वर्णहरू हुन्छन्। नेवारी भाषाको पनि आफ्नै व्याकरणात्मक नियमहरू छन् नेवारी भाषामा केवल नाम शब्दमा मात्र लिङ्ग भेद गरिन्छ। सर्वनाम, विशेषण र क्रियापदहरूमा लिङ्ग भेद हुँदैन नेवारी भाषामा केवल नाम शब्दमा मात्र वचन भेद गरिन्छ"
33,https://ne.wikipedia.org/wiki/%E0%A4%B8%E0%A4%A8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%B2%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"सन्थाली भाषादक्षिण एसियामा बोलिनेआग्नेसियालीभाषाहरू मध्यको एक भाषा हो । यस भाषा विषेशगरीभारत,बङ्गलादेश,भुटानरनेपालमा बोलिने गरिन्छ। यस भाषा बोल्ने प्रायः जनसङ्ख्या भारतकोझारखण्ड,बिहार,ओडिशा,त्रिपुरा,आसाम,पश्चिम बङ्गालआदिमा बसोबास गर्दछन्। सन्थाली भाषा भारतीय संविधानको आठौँ अनुसूचीमा अन्तर्भुक्त भाषा हो। यो भाषा यस क्षेत्रका करिब ६२ लाख जनताले बोल्ने गर्दछन्।"
34,https://ne.wikipedia.org/wiki/%E0%A4%A6%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%BF%E0%A4%A3_%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4,"भारतका दक्षिणी भागलाईदक्षिण भारतपनि भन्दछन्। आफ्नो संस्कृति, इतिहास तथा प्रजातीय मूलको भिन्नताका कारण यो शेष भारतबाट अलग चिन्हारी बनयो चुका हो। हलांकि यति भिन्न भएर पनि यो भारतको विविधताको एक अंगमात्र हो। दक्षिण भारतीय मान्छे मुख्यतःद्रविड भाषाबोल्दछन् र मुख्यतःद्रविडमूलका छन्। भाषिक र सास्कृतिक रूपबाट यो शेष भारतबाट भिन्न हो।"
35,https://ne.wikipedia.org/wiki/%E0%A4%AC%E0%A4%BE%E0%A4%97%E0%A4%AE%E0%A4%A4%E0%A5%80_%E0%A4%A8%E0%A4%A6%E0%A5%80,बागमती नदीनेपालकोकाठमाडौँ उपत्यकामा रहेका दुई महत्त्वपूर्णकाठमाडौँरललितपुर महानगरपालिकाहरू छुट्ट्याउँदै दक्षिणी नेपालकोमधेश प्रदेशहुँदैभारतकोबिहार राज्यमाकमला नदीमा मिसिन्छ। यसलाईहिन्दुर बौद्ध दुवै धर्मावलम्बीले पवित्र मानेका छन्। यस नदीको किनारमा कयौँ हिन्दु मन्दिरहरू अवस्थित छन्।
36,https://ne.wikipedia.org/wiki/%E0%A4%A6%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BF%E0%A4%99,"१९औँ शताब्दीको प्रारम्भमा, भारतमाइस्ट इन्डिया कम्पनीको शासनकालमा, दार्जिलिङलाई बेलायती अधिकारीहरू, सैनिकहरू र तिनीहरूका परिवारहरूका लागि सम्भावित ग्रीष्मकालीन आश्रयको रूपमा चिनिन्थ्यो। साँघुरो पहाडी चट्टान सिक्किम राज्यबाट भाडामा लिएको थियो, र अन्ततः ब्रिटिस भारतमा गाभियो। दार्जिलिङको मुनिको ढलानमा चिया उब्जाउने प्रयोग निकै सफल भयो। जङ्गल काट्न, युरोपेली शैलीको कुटीर बनाउन र चिया बगानमा काम गर्न नेपालबाट मुख्यतया हजारौँ कामदारहरू भर्ना गरिएको थियो। व्यापक वन फँडानीले आदिवासी जनजातिलाई विस्थापित गरेको छ।आज दार्जिलिङको जनसङ्ख्या मुख्यतया सहरको मौलिक विकासमा कार्यरत आदिवासी र आप्रवासी श्रमीकको सन्तानहरुबाट बनेको छ। उनीहरूको साझा भाषानेपाली भाषालाई भारतमा राज्य र सङ्घीय तहमा आधिकारिक मान्यता दिइएको भएतापनि यस मान्यताले भाषा बोल्नेहरूका लागि थोरै अर्थपूर्ण रोजगारी सिर्जना गरेको छ न त उनीहरूले आफ्नो राजनीतिक मामिलामा ठुलो मात्रामा बोल्ने क्षमता बढाएको छ।"
37,"https://ne.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A4%BF%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%81%E0%A4%96_%E0%A4%B2%E0%A5%87%E0%A4%96/%E0%A4%85%E0%A4%B8%E0%A4%BE%E0%A4%B0,_%E0%A5%A8%E0%A5%A6%E0%A5%AD%E0%A5%AF","नेपाली विकिपिडियाको मुख्य पृष्ठमा भएको प्रमुख लेखलाई प्रत्येक १५ दिनको अन्तरालमा समसामयिक स्तरिय लेखहरू परिवर्तन हुने गरि व्यवस्था गरिएको छ। नेपाली विकिपिडियामा हाल३१,३५६लेखहरू छन् जस मध्येबाट१६५लेखहरू प्रमुख लेखको लागि छनोट भइसकेको छ। नेपाली विकिपिडियामा हालसम्म चयन भएका प्रमुख लेखहरूको सूची तल राखिएको छ। कुनै पनि लेख प्रमुख लेखको रूपमा छनौट हुनको लागी स्तरिय हुन जरूरी छ जसको लागि केहीमापदण्डहरूतय गरिएका छन्।लेखको माथि दाँया तिर पहेँलो ताराको चिन्हले सो लेख प्रमुख लेख हो भन्ने जनाउँदछ। यदि प्रमुख लेख सम्बन्धमा तपाईंको कुनै सुझाव वा जिज्ञासाहरू भएमा कृपयावार्तालापपृष्ठमा राख्नु हुनको लागी अनुरोध गर्दछौँ। प्रमुख लेखसङ्गालो विशेष सामग्रीहरू प्रमुख लेख औजारहरू"
38,https://ne.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A4%BF%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%81%E0%A4%96_%E0%A4%B2%E0%A5%87%E0%A4%96,"विकिपिडियामा विशेष लेखहरू नेपाली विकिपिडियाको मुख्य पृष्ठमा भएको प्रमुख लेखलाई साप्ताहिक रूपमा समसामयिक स्तरीय लेखहरू परिवर्तन हुने गरी व्यवस्था गरिएको छ। नेपाली विकिपिडियामा हाल३१,३५६लेखहरू छन् जस मध्येबाट१६५लेखहरू प्रमुख लेखको लागि छनौट भइसकेका छन्। नेपाली विकिपिडियामा हालसम्म चयन भएका प्रमुख लेखहरूको सूची तल राखिएका छन्। कुनै पनि लेख प्रमुख लेखका रूपमा छनौट हुनको लागि स्तरीय हुन जरूरी छ जसको लागि केहीमापदण्डहरूतय गरिएका छन्। यदि तपाईंले प्रमुख लेखमा कुनै समस्या देख्नुभएको खण्डमा वार्ता पृष्ठमा सन्देश दिनहुनको लागि अनुरोध गर्दछौँ। विशेष सामग्रीहरू प्रमुख लेख औजारहरू मारूनी नाच"
39,https://ne.wikipedia.org/wiki/%E0%A4%AB%E0%A4%BF%E0%A4%AB%E0%A4%BE_%E0%A4%B5%E0%A4%BF%E0%A4%B6%E0%A5%8D%E0%A4%B5%E0%A4%95%E0%A4%AA,"फिफा विश्वकप प्रतियोगिता विश्वमा सधै भन्दा प्रसिद्ध फुटबल प्रतियोगिता हो । साथैओलम्पिक खेलपछि सबैभन्दा धेरै दर्शकले प्रत्यक्ष तथा टिभीमा हेर्ने एवम् सबैभन्दा धेरै समर्थकहरूले पछ्याउने खेलकुद प्रतियोगिता हो । अझ२००६ फिफा विश्वकपको फाइनल खेल मात्र २६.२९ विलियन दर्शकले खेल प्रत्यक्ष रंगशालामा पुगेर तथा विश्वभर ७१५.१ मिलियन दर्शकले हेरेका थिए । यस पहिलो विश्वकपमा सहभागी टिमहरूको छनोट फिफाको निर्णय तथा निमन्त्रणा अन्तर्गत गरिएको थियो । भने उरूगेलाई आयोजक घोषणा पनि निकै ठूलो राष्ट्रिय कष्टकरका बाबजुदका साथ गरिएको थियो ।यो विश्वकप आयोजना मिति तोकिएको भन्दा झन्डै दुई महिना पछि मात्र आयोजना गरिएको थियो । अन्ततः रिमेट आफैले बेल्जियम, फ्रान्स, रोमानिया, र युगोस्लाभीयाको यात्रा गरेर ती टिमहरूलाई प्रतियोगितामा डाकेका थिए । १९३८ बाहेक १९३४ देखि१९७८सम्मका सम्पुर्ण विश्वकपमा १६ टिमहरूको सहभागीता रहेको थियो ।अस्ट्रेलियातथा नाजीवादबाट शोषितजर्मनीले १९५० को विश्वकपमा पुन स्थान बनाउन सफल भएका थिए ।भारत,स्कटल्याण्डतथाटर्कीसहित १३ टिमहरूले प्रतियोगिताबाट विभिन्न कारणबस आफ्नो सहभागीता फिर्ता लिएको थियो । सबैभन्दा धेरै सहभागीता युरोप र दक्षिण अमेरिकी टिमहरूको थियो भने तिनीहरूको तुलनामा उत्तर अमेरिकी, अफ्रिकी, एसियाली र ओसिनीयाका टिमहरू कम मात्रामा सहभागी थिए ।  यी टिमहरूमा पनि युरोपेली तथा दक्षिण अमेरिकी टिमहरूकै प्रतियोगिता दबदबा रहेको थियो । १९८२ सम्म युरोपेली तथा दक्षिण अमेरिकी टिम बाहेक अन्य पनि टिम प्रतियोगिताको दोस्रो चरणमा तथा अन्य चरणमा खासै पुग्न सकेको थिएन । यस्तै अमेरिका१९३०को सेमिफाइनलमा,क्युबा१९३८को क्वाटरफाइनलमा,उत्तर कोरिया१९६६को क्वाटरफाइनलमा रमेक्सिको१९७०को क्वाटरफाइनलमा मात्र पुग्न सफल भएको थियो । दक्षिण कोरिया"
40,https://ne.wikipedia.org/wiki/%E0%A4%AC%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A4%BF%E0%A4%B2,भूगोल पुरानो राजधानी रियो दी जेनेरियो हो। हाल यसको राजधानी ब्रासिलिया हो।
41,https://ne.wikipedia.org/wiki/%E0%A4%B8%E0%A4%82%E0%A4%B8%E0%A5%8D%E0%A4%95%E0%A5%83%E0%A4%A4_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,"इरानेली रयुनानी भाषाका परिवारका अधिकांश पुरातन कविताहरू,पुरानो अवेस्तानका गाथाहरू रहोमरका इलियाड विशेष गरी ऋग्वेदका भजनहरूसँग मिल्दोजुल्दो छन्। ऋग्वेदलाई असाधारण जटिलता, कठोरता र निष्ठाको स्मरण गर्ने विधिद्वारा मौखिक रूपमा प्रसारित गरिएको हुनाले, विभिन्न पाठहरू बिना एकल पाठको रूपमा, यसको संरक्षित पुरातन वाक्य रचना र आकृति विज्ञान सामान्य पूर्वज भाषाआदिम भारोपेली भाषाको पुनर्निर्माणमा महत्त्वपूर्ण महत्वको छ। संस्कृत विभिन्नब्राह्मी लिपिहरूमा लेखिएको छ, र आधुनिक युगमा सामान्यतयादेवनागरीमा लेखिएको छ। भारतको सांस्कृतिक सम्पदामा संस्कृतको स्थिति, कार्य र स्थानलाईभारतको आठौँ अनुसूची भाषाहरूको संविधानमा समावेश गरेर मान्यता दिइएको छ। तथापि, पुनरुत्थानको प्रयासको बावजुद, भारतमा संस्कृतको पहिलो भाषा बोल्नेहरू छैनन्। भारतका हालैका प्रत्येक दसवर्षीय जनगणनामा हजारौँ नागरिकले संस्कृतलाई आफ्नो मातृभाषाको रूपमा लिखित गरेका छन्, तर यो सङ्ख्याले भाषाको प्रतिष्ठासँग जोडिने इच्छालाई सङ्केत गर्दछ। परापूर्वकालदेखि नै परम्परागत गुरुकुलमा संस्कृत भाषाको पढाइ हुँदै आएको छ। यो आज माध्यमिक विद्यालय स्तरमा व्यापक रूपमा सिकाइएको छ। सबैभन्दा पुरानो संस्कृत कलेज बनारस संस्कृत कलेज हो जसको स्थापना सन् १७९१ माइस्ट इन्डिया कम्पनीको शासनकालमा भएको थियो। हिन्दु र बौद्ध भजन र मन्त्रहरूमा संस्कृतलाई औपचारिक र कर्मकाण्डी भाषाको रूपमा व्यापक रूपमा प्रयोग गरिएको छ।"
42,https://ne.wikipedia.org/wiki/%E0%A4%B5%E0%A5%88%E0%A4%A6%E0%A4%BF%E0%A4%95_%E0%A4%95%E0%A4%BE%E0%A4%B2,"ऋग्वैदिक कालमाआर्यसप्त सिन्धु क्षेत्रमा रहन्थे। यो क्षेत्र वर्तमानमापञ्जाबएवंहरियाणाका केही भागहरूमा पर्छ। सामवेदको रचना ऋग्वेदमा दिइयो मंत्रहरूलाई गाने योग्य बनाउने हेतुको गयी थियो। अथर्ववेदको रचना अथर्वा ऋषिले गरेको थियो। वैदिक मन्त्रहरू तथा संहिताहरूको गद्य टीकाहरूलाई ब्राह्मण भनिन्छ। पुरातन ब्राह्मणमा ऐतरेय, शतपथ, पंचविश, तैतरीय आदि विशेष महत्त्वपूर्ण छन्। ब्राह्मण ग्रन्थहरूको रचना संहिताहरूका गर्मकांडको व्याख्या गर्नका लागि गरिएको थियो। आरण्यकको रचना जंगलमा ऋषिहरू द्वारा गरिएको थियो। वेदांगको सङ्ख्या ६ छ सूत्र साहित्य वैदिक साहित्यको अङ्ग न हुनको बावजूद त्यसलाई समझनमा सहायक छ । कल्प सूत्रऐतिहासिक दृष्टि देखि सर्वाधिक महत्त्वपूर्ण वेदका अङ्गशास्त्रहरू मध्ये हस्तस्थानीय अङ्ग । ऋग्वैदिक काल मुख्यतः एक कबीलाई व्यवस्था वाला शासन थियो जसमा सैनिक भावना प्रमुख थियो। राजालाई गोमत पनि भनिन्थ्यो।"
43,https://ne.wikipedia.org/wiki/%E0%A4%AC%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%BE,"विशेष गरी हालका दशकहरूमा यस देशको नाम विवाद र असहमतिको विषय भएको छ, विशेष गरी म्यानमार र बर्मा प्रयोग गर्नेहरू राजनीतिक वैधानिकतामा केन्द्रित छ। दुबै नामहरू म्यानमार वा म्याम्माबाट बर्मेली भाषाबाट आएका हुन् जुन बहुमत बमा जातीय समूहको लागि एक उपनाम हो। यी शब्दहरू बाहेक संस्कृत भाषाको शब्द ब्रह्मादेशबाट बर्माको उत्पत्ति भएको थियो जुन देशको लोकप्रिय मध्ये एक हो। सरकार साधारण जानकारी अर्थतन्त्र कृषि व्यापार वातावरण"
44,https://ne.wikipedia.org/wiki/%E0%A4%86%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%AD%E0%A4%9F%E0%A5%8D%E0%A4%9F,एउटा अर्को मान्यता अनुसार उनको जन्म महाराष्ट्रको अश्मक देशमा भएको थियो। उनको वैज्ञानिक कार्यहरूको समादर राजधानीमा नैं हुनसक्थ्यो। यसकारण उनले लामो यात्रा गरी आधुनिक पटनाको छेउको कुसुमपुरमा बसेर आफ्ना रचनाहरु पूरा गरेका थिए। र
